Ticker,AdjustedReturn,TradeAmount,Transaction,TransactionDate,PercentChange,Quarter,Representative,ProfitLoss
GICIX,8.624901732358325,100000.0,['Purchase'],[Timestamp('2024-12-26 00:00:00')],[8.624901732358325],2024-Q4,Markwayne Mullin,8624.901732358325
GS,2.7357229756219468,65000.0,"['Sale (Full)', 'Sale (Full)']","[Timestamp('2024-12-18 00:00:00'), Timestamp('2024-12-18 00:00:00')]","[-2.7357229756219468, -2.7357229756219468]",2024-Q4,Markwayne Mullin,1778.2199341542655
HIYS,0.9920743489492343,500000.0,['Purchase'],[Timestamp('2024-10-29 00:00:00')],[0.9920743489492344],2024-Q4,Markwayne Mullin,4960.371744746171
IEFA,7.982445606409749,250000.0,['Purchase'],[Timestamp('2024-11-27 00:00:00')],[7.982445606409749],2024-Q4,Markwayne Mullin,19956.114016024374
IEMG,4.096993907784971,115000.0,"['Purchase', 'Purchase']","[Timestamp('2024-12-26 00:00:00'), Timestamp('2024-11-27 00:00:00')]","[4.18085330865447, 3.5379312353216417]",2024-Q4,Markwayne Mullin,4711.542993952717
LRN,-18.641562231878112,65000.0,"['Sale (Full)', 'Sale (Full)']","[Timestamp('2024-12-18 00:00:00'), Timestamp('2024-12-18 00:00:00')]","[18.641562231878112, 18.641562231878112]",2024-Q4,Markwayne Mullin,-12117.015450720774
OLLI,4.3077215720478,100000.0,"['Sale (Full)', 'Sale (Full)']","[Timestamp('2024-12-18 00:00:00'), Timestamp('2024-12-18 00:00:00')]","[-4.3077215720478, -4.3077215720478]",2024-Q4,Markwayne Mullin,4307.721572047801
PCLPX,5.000768311546507,550000.0,"['Purchase', 'Sale (Partial)']","[Timestamp('2024-12-26 00:00:00'), Timestamp('2024-11-12 00:00:00')]","[4.776230830952299, 7.246143117488583]",2024-Q4,Markwayne Mullin,27504.225713505788
PDBC,-5.218069068004703,500000.0,['Sale (Full)'],[Timestamp('2024-12-26 00:00:00')],[5.218069068004703],2024-Q4,Markwayne Mullin,-26090.345340023516
PEP,5.752888875473121,50000.0,['Sale (Full)'],[Timestamp('2024-12-11 00:00:00')],[-5.752888875473121],2024-Q4,Markwayne Mullin,2876.4444377365603
SFM,-7.28442684120672,100000.0,"['Sale (Full)', 'Sale (Full)']","[Timestamp('2024-12-18 00:00:00'), Timestamp('2024-12-18 00:00:00')]","[7.28442684120672, 7.28442684120672]",2024-Q4,Markwayne Mullin,-7284.42684120672
VNQ,1.775010360418887,15000.0,['Purchase'],[Timestamp('2024-12-26 00:00:00')],[1.775010360418887],2024-Q4,Markwayne Mullin,266.25155406283307
AMZN,3.839538452951118,15000.0,['Sale'],[Timestamp('2024-11-13 00:00:00')],[3.839538452951118],2024-Q4,Morgan Mcgarvey,575.9307679426678
DJT,-13.21473509809308,30000.0,"['Sale', 'Purchase']","[Timestamp('2024-11-08 00:00:00'), Timestamp('2024-11-06 00:00:00')]","[27.86652595033459, -54.29599614652075]",2024-Q4,Morgan Mcgarvey,-3964.4205294279236
IBKR,5.457693048601233,15000.0,['Sale'],[Timestamp('2024-11-13 00:00:00')],[5.457693048601233],2024-Q4,Morgan Mcgarvey,818.653957290185
MSFT,6.994946016351239,15000.0,['Sale'],[Timestamp('2024-11-13 00:00:00')],[6.994946016351239],2024-Q4,Morgan Mcgarvey,1049.241902452686
NVDA,25.237852004592934,110000.0,"['Sale', 'Sale', 'Sale', 'Sale', 'Sale']","[Timestamp('2024-11-13 00:00:00'), Timestamp('2024-11-13 00:00:00'), Timestamp('2024-11-13 00:00:00'), Timestamp('2024-11-13 00:00:00'), Timestamp('2024-11-13 00:00:00')]","[25.237852004592938, 25.237852004592938, 25.237852004592938, 25.237852004592938, 25.237852004592938]",2024-Q4,Morgan Mcgarvey,27761.637205052226
SCHW,-2.719424248780133,15000.0,['Sale'],[Timestamp('2024-11-13 00:00:00')],[-2.719424248780133],2024-Q4,Morgan Mcgarvey,-407.91363731701995
SHEL,-15.15172770515031,15000.0,['Sale'],[Timestamp('2024-11-13 00:00:00')],[-15.15172770515031],2024-Q4,Morgan Mcgarvey,-2272.759155772547
TSLA,12.681120181676215,30000.0,"['Sale', 'Purchase']","[Timestamp('2024-11-13 00:00:00'), Timestamp('2024-10-25 00:00:00')]","[18.675003745979264, 6.687236617373168]",2024-Q4,Morgan Mcgarvey,3804.3360545028645
AAPL,11.227967801090236,25000000.0,['Sale'],[Timestamp('2024-12-31 00:00:00')],[11.227967801090236],2024-Q4,Nancy Pelosi,2806991.9502725587
NVDA,13.69458252317798,6000000.0,"['Sale', 'Purchase']","[Timestamp('2024-12-31 00:00:00'), Timestamp('2024-12-20 00:00:00')]","[19.26375046730996, -14.15125719748193]",2024-Q4,Nancy Pelosi,821674.9513906788
PANW,-6.5065919554663845,5000000.0,['Purchase'],[Timestamp('2024-12-20 00:00:00')],[-6.5065919554663845],2024-Q4,Nancy Pelosi,-325329.5977733192
ABT,17.159972760753853,15000.0,['Purchase'],[Timestamp('2024-12-16 00:00:00')],[17.159972760753853],2024-Q4,Thomas H. Kean Jr,2573.9959141130776
ADI,-2.5815584191050034,15000.0,['Purchase'],[Timestamp('2024-12-13 00:00:00')],[-2.581558419105004],2024-Q4,Thomas H. Kean Jr,-387.2337628657505
BEN,8.1025915136603,15000.0,['Sale'],[Timestamp('2024-12-16 00:00:00')],[8.1025915136603],2024-Q4,Thomas H. Kean Jr,1215.3887270490452
CP,-1.6089083461294251,15000.0,['Purchase'],[Timestamp('2024-12-27 00:00:00')],[-1.6089083461294251],2024-Q4,Thomas H. Kean Jr,-241.33625191941377
GOOG,15.010902421141878,15000.0,['Sale'],[Timestamp('2024-12-19 00:00:00')],[15.010902421141878],2024-Q4,Thomas H. Kean Jr,2251.635363171282
PLD,1.3020293057738377,15000.0,['Purchase'],[Timestamp('2024-12-16 00:00:00')],[1.3020293057738377],2024-Q4,Thomas H. Kean Jr,195.30439586607565
PRNDY,-12.588332822235776,15000.0,['Purchase'],[Timestamp('2024-12-27 00:00:00')],[-12.588332822235776],2024-Q4,Thomas H. Kean Jr,-1888.2499233353665
AAPL,3.7568983456203555,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[-3.756898345620356],2024-Q4,Tommy Tuberville,1878.4491728101777
ADBE,17.797563317861982,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[-17.797563317861982],2024-Q4,Tommy Tuberville,8898.781658930991
CTVA,-3.070883409828712,15000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[3.070883409828712],2024-Q4,Tommy Tuberville,-460.6325114743068
HON,-5.533916552447245,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[5.533916552447245],2024-Q4,Tommy Tuberville,-2766.9582762236223
JNJ,-2.6602249801916034,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[2.660224980191604],2024-Q4,Tommy Tuberville,-1330.1124900958018
KMB,-6.172644786527659,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[6.172644786527658],2024-Q4,Tommy Tuberville,-3086.3223932638293
MCD,-6.312920349863808,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[6.312920349863808],2024-Q4,Tommy Tuberville,-3156.460174931904
MSFT,8.376984321185857,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[-8.376984321185857],2024-Q4,Tommy Tuberville,4188.4921605929285
OC,17.819603163104933,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[-17.819603163104933],2024-Q4,Tommy Tuberville,8909.801581552467
TRV,-5.395379938244216,50000.0,['Sale (Full)'],[Timestamp('2024-10-29 00:00:00')],[5.395379938244216],2024-Q4,Tommy Tuberville,-2697.689969122108
ABT,-16.293192641910487,15000.0,['Sale (Full)'],[Timestamp('2025-01-08 00:00:00')],[16.293192641910487],2025-Q1,Markwayne Mullin,-2443.978896286573
ACN,-20.60677532509102,100000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-20.60677532509102],2025-Q1,Markwayne Mullin,-20606.77532509102
AIT,-4.775431344889483,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-8.5730810432265, -4.205783890138931, -4.205783890138931]",2025-Q1,Markwayne Mullin,-5491.746046622906
AMD,4.776784351893833,100000.0,['Sale (Full)'],[Timestamp('2025-02-13 00:00:00')],[-4.776784351893833],2025-Q1,Markwayne Mullin,4776.784351893833
AMZN,-12.012237168448893,50000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-12.012237168448893],2025-Q1,Markwayne Mullin,-6006.118584224447
COHR,-27.92319732690907,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-19.578347411522564, -29.174924814217047, -29.174924814217047]",2025-Q1,Markwayne Mullin,-32111.67692594543
CRDO,-37.5892705313624,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-33.49946753035245, -38.20274098151389, -38.20274098151389]",2025-Q1,Markwayne Mullin,-43227.66111106676
DELL,-13.706436477691168,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-2.294223025064995, -15.418268495585094, -15.418268495585094]",2025-Q1,Markwayne Mullin,-15762.401949344843
DHR,-3.691455138573868,50000.0,['Sale (Full)'],[Timestamp('2025-02-13 00:00:00')],[3.691455138573868],2025-Q1,Markwayne Mullin,-1845.7275692869339
EZU,-13.72220087382661,50000.0,['Sale (Partial)'],[Timestamp('2025-01-08 00:00:00')],[13.722200873826608],2025-Q1,Markwayne Mullin,-6861.100436913304
GS,-3.9845470153752474,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-10.272926465401891, -3.041290097871251, -3.041290097871251]",2025-Q1,Markwayne Mullin,-4582.229067681535
HON,-4.264310333236068,50000.0,['Sale (Full)'],[Timestamp('2025-02-13 00:00:00')],[4.264310333236068],2025-Q1,Markwayne Mullin,-2132.155166618034
IEFA,-9.237739407648547,50000.0,['Sale (Partial)'],[Timestamp('2025-01-08 00:00:00')],[9.237739407648547],2025-Q1,Markwayne Mullin,-4618.8697038242735
IQV,-9.372948667833954,50000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-9.372948667833954],2025-Q1,Markwayne Mullin,-4686.474333916977
IRM,-17.41581755310402,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-13.335312810685476, -18.027893264466805, -18.027893264466805]",2025-Q1,Markwayne Mullin,-20028.190186069623
LHX,5.869029019507533,50000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[5.869029019507533],2025-Q1,Markwayne Mullin,2934.5145097537666
LPLA,-9.19911075876322,100000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-9.19911075876322],2025-Q1,Markwayne Mullin,-9199.11075876322
LRN,19.67190160390925,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-2.753403535306842, 23.03569737479166, 23.03569737479166]",2025-Q1,Markwayne Mullin,22622.686844495638
MSFT,-3.841979145173609,100000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-3.841979145173609],2025-Q1,Markwayne Mullin,-3841.979145173609
MTZ,-13.311949391519125,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-15.180293947136494, -13.031697708176518, -13.031697708176518]",2025-Q1,Markwayne Mullin,-15308.741800246993
PM,4.895542064782356,50000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[4.895542064782356],2025-Q1,Markwayne Mullin,2447.771032391178
PRMB,11.773098308651104,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[8.703118650073732, 12.233595257437711, 12.233595257437711]",2025-Q1,Markwayne Mullin,13539.06305494877
STZ,-13.087496864776583,50000.0,['Sale (Partial)'],[Timestamp('2025-02-13 00:00:00')],[13.087496864776584],2025-Q1,Markwayne Mullin,-6543.748432388292
TJX,-3.1566267511452057,50000.0,['Purchase'],[Timestamp('2025-02-13 00:00:00')],[-3.1566267511452057],2025-Q1,Markwayne Mullin,-1578.313375572603
VAW,3.209071066409461,250000.0,['Sale (Full)'],[Timestamp('2025-02-13 00:00:00')],[-3.209071066409461],2025-Q1,Markwayne Mullin,8022.677666023652
WAB,-3.0557651503140995,115000.0,"['Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-02-03 00:00:00'), Timestamp('2025-01-02 00:00:00'), Timestamp('2025-01-02 00:00:00')]","[-8.12705407016713, -2.2950718123361447, -2.2950718123361447]",2025-Q1,Markwayne Mullin,-3514.1299228612143
AMZN,-8.655417174623839,500000.0,['Purchase'],[Timestamp('2025-01-14 00:00:00')],[-8.655417174623839],2025-Q1,Nancy Pelosi,-43277.0858731192
GOOGL,-15.06648338938036,500000.0,['Purchase'],[Timestamp('2025-01-14 00:00:00')],[-15.06648338938036],2025-Q1,Nancy Pelosi,-75332.4169469018
NVDA,-18.08875791213869,500000.0,['Purchase'],[Timestamp('2025-01-14 00:00:00')],[-18.08875791213869],2025-Q1,Nancy Pelosi,-90443.78956069345
TEM,57.00907437000444,100000.0,['Purchase'],[Timestamp('2025-01-14 00:00:00')],[57.00907437000444],2025-Q1,Nancy Pelosi,57009.07437000444
VST,-28.296029531633504,1000000.0,['Purchase'],[Timestamp('2025-01-14 00:00:00')],[-28.296029531633504],2025-Q1,Nancy Pelosi,-282960.29531633505
AAON,33.29702292959069,30000.0,"['Sale', 'Sale']","[Timestamp('2025-01-13 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[33.29702292959069, 33.29702292959069]",2025-Q1,Rob Bresnahan,9989.106878877206
ABBV,-1.198943144015666,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-1.198943144015666],2025-Q1,Rob Bresnahan,-179.84147160234988
ABNB,-13.216149222806663,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-13.216149222806663],2025-Q1,Rob Bresnahan,-1982.4223834209995
ACGL,-7.711113823784722,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-7.711113823784722],2025-Q1,Rob Bresnahan,-1156.6670735677083
ACN,10.604701296817996,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[10.604701296817996],2025-Q1,Rob Bresnahan,1590.7051945226995
ADBE,6.339476973107998,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[10.67039646288698, 2.008557483329017]",2025-Q1,Rob Bresnahan,1901.8430919323996
AES,15.951492495819892,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[15.951492495819892],2025-Q1,Rob Bresnahan,2392.7238743729836
ALAB,27.63885412601171,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-27 00:00:00'), Timestamp('2025-02-18 00:00:00')]","[26.14678499796433, 29.1309232540591]",2025-Q1,Rob Bresnahan,8291.656237803514
ALGN,-13.984296708830987,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-13.984296708830987],2025-Q1,Rob Bresnahan,-2097.6445063246483
AMD,7.486118446218989,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[7.486118446218989],2025-Q1,Rob Bresnahan,1122.9177669328483
ANET,28.16244648373683,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-13 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[28.03499981225515, 28.28989315521851]",2025-Q1,Rob Bresnahan,8448.73394512105
ANSS,4.316439602537142,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[4.316439602537142],2025-Q1,Rob Bresnahan,647.4659403805713
AOS,-0.5561442257190758,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-0.5561442257190758],2025-Q1,Rob Bresnahan,-83.42163385786138
APP,27.990195117925424,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-26 00:00:00'), Timestamp('2025-02-25 00:00:00')]","[20.327575962959333, 35.65281427289152]",2025-Q1,Rob Bresnahan,8397.058535377628
APPF,7.084501619782532,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[7.084501619782532],2025-Q1,Rob Bresnahan,1062.67524296738
ARE,-1.9967279382698728,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-1.9967279382698728],2025-Q1,Rob Bresnahan,-299.5091907404809
AVGO,17.066275515002662,15000.0,['Sale'],[Timestamp('2025-01-28 00:00:00')],[17.066275515002662],2025-Q1,Rob Bresnahan,2559.9413272503994
AVY,3.632540119194555,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[3.632540119194555],2025-Q1,Rob Bresnahan,544.8810178791832
AXON,1.9148556345753385,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[1.9148556345753385],2025-Q1,Rob Bresnahan,287.22834518630077
BA,-2.687570661335605,100000.0,"['Purchase', 'Sale']","[Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[-0.7425859576351067, -4.632555365036103]",2025-Q1,Rob Bresnahan,-2687.570661335605
BABA,14.010194603381215,170000.0,"['Sale', 'Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase', 'Purchase']","[Timestamp('2025-03-04 00:00:00'), Timestamp('2025-03-03 00:00:00'), Timestamp('2025-02-25 00:00:00'), Timestamp('2025-02-21 00:00:00'), Timestamp('2025-02-10 00:00:00'), Timestamp('2025-01-30 00:00:00'), Timestamp('2025-01-29 00:00:00'), Timestamp('2025-01-29 00:00:00'), Timestamp('2025-01-29 00:00:00')]","[-4.652776616754573, 1.2088728023146995, 2.138724105934772, -4.216102375263176, 26.37905820768801, 39.393628601085865, 36.462426517469616, 36.462426517469616, 36.462426517469616]",2025-Q1,Rob Bresnahan,23817.330825748068
BAH,19.34155274197694,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[19.34155274197694],2025-Q1,Rob Bresnahan,2901.232911296541
BERY,-7.991905185056929,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-7.991905185056929],2025-Q1,Rob Bresnahan,-1198.7857777585393
BIIB,0.235715593610491,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[0.235715593610491],2025-Q1,Rob Bresnahan,35.35733904157365
BR,-8.377028796109439,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-8.377028796109439],2025-Q1,Rob Bresnahan,-1256.5543194164159
BRO,-21.80751149457361,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-21.80751149457361],2025-Q1,Rob Bresnahan,-3271.1267241860414
CAG,-2.280627081946168,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-2.280627081946168],2025-Q1,Rob Bresnahan,-342.09406229192524
CAT,0.4985373041147361,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[0.4985373041147361],2025-Q1,Rob Bresnahan,74.78059561721042
CDNS,11.899325991636957,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[11.899325991636957],2025-Q1,Rob Bresnahan,1784.8988987455436
CDW,9.750015713122547,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[9.750015713122547],2025-Q1,Rob Bresnahan,1462.5023569683822
CELH,-33.295412996660154,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-33.295412996660154],2025-Q1,Rob Bresnahan,-4994.311949499023
CHDN,11.202401722273407,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[11.202401722273407],2025-Q1,Rob Bresnahan,1680.360258341011
CI,-11.994316388744052,30000.0,"['Sale', 'Sale']","[Timestamp('2025-02-25 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[-7.9830028628492435, -16.00562991463886]",2025-Q1,Rob Bresnahan,-3598.2949166232156
CLH,12.245886871310985,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[12.245886871310985],2025-Q1,Rob Bresnahan,1836.8830306966477
CMCSA,-2.524000410668636,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-2.524000410668636],2025-Q1,Rob Bresnahan,-378.60006160029536
CMG,9.298185389124946,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[9.298185389124946],2025-Q1,Rob Bresnahan,1394.7278083687418
CNP,4.389815862979014,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[4.389815862979014],2025-Q1,Rob Bresnahan,658.4723794468522
COP,-3.565673810489157,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-3.565673810489157],2025-Q1,Rob Bresnahan,-534.8510715733736
CPB,-4.164642706488043,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-4.164642706488043],2025-Q1,Rob Bresnahan,-624.6964059732064
CRDO,24.783225636480136,60000.0,"['Sale', 'Sale', 'Sale', 'Sale']","[Timestamp('2025-03-04 00:00:00'), Timestamp('2025-01-29 00:00:00'), Timestamp('2025-01-29 00:00:00'), Timestamp('2025-01-29 00:00:00')]","[13.425827875342758, 28.569024890192598, 28.569024890192598, 28.569024890192598]",2025-Q1,Rob Bresnahan,14869.93538188808
CRM,14.746210567974158,65000.0,"['Sale', 'Sale']","[Timestamp('2025-01-21 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[15.661808528783109, 11.694217365277652]",2025-Q1,Rob Bresnahan,9585.036869183203
CRWD,-2.9573647199058817,60000.0,"['Purchase', 'Purchase', 'Purchase', 'Sale']","[Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-28 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[-1.6395244181151265, -1.6395244181151265, -1.6395244181151265, -6.910885625278149]",2025-Q1,Rob Bresnahan,-1774.418831943529
CSX,6.030626702322417,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[6.030626702322417],2025-Q1,Rob Bresnahan,904.5940053483625
CVS,7.251659547653904,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[7.251659547653904],2025-Q1,Rob Bresnahan,1087.7489321480855
CVX,-9.343555352831109,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-9.343555352831109],2025-Q1,Rob Bresnahan,-1401.5333029246663
DBX,8.00888376267242,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[8.00888376267242],2025-Q1,Rob Bresnahan,1201.332564400863
DE,-1.430096071303832,50000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-1.430096071303832],2025-Q1,Rob Bresnahan,-715.048035651916
DECK,42.6209436043202,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[42.6209436043202],2025-Q1,Rob Bresnahan,6393.14154064803
DG,11.020929118037138,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[11.020929118037138],2025-Q1,Rob Bresnahan,1653.1393677055707
DHI,-1.887682068358946,15000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[-1.887682068358946],2025-Q1,Rob Bresnahan,-283.1523102538419
DHR,0.374581938831427,50000.0,['Sale'],[Timestamp('2025-02-25 00:00:00')],[0.374581938831427],2025-Q1,Rob Bresnahan,187.29096941571348
DIS,6.375598558631308,65000.0,"['Sale', 'Sale']","[Timestamp('2025-01-21 00:00:00'), Timestamp('2025-01-13 00:00:00')]","[6.209151839984169, 6.930420954121772]",2025-Q1,Rob Bresnahan,4144.13906311035
DRI,-15.742909863860522,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-15.742909863860522],2025-Q1,Rob Bresnahan,-2361.436479579078
DXCM,-23.41527734333899,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-23.41527734333899],2025-Q1,Rob Bresnahan,-3512.291601500848
ELF,48.24463632058364,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[48.24463632058364],2025-Q1,Rob Bresnahan,7236.695448087546
ELV,-12.659481121195908,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[-12.659481121195906],2025-Q1,Rob Bresnahan,-1898.922168179386
EME,17.497670094757943,15000.0,['Sale'],[Timestamp('2025-01-13 00:00:00')],[17.497670094757943],2025-Q1,Rob Bresnahan,2624.650514213691
EMR,-6.1856527279986455,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-6.1856527279986455],2025-Q1,Rob Bresnahan,-927.8479091997968
EOG,-4.942997003637296,15000.0,['Purchase'],[Timestamp('2025-02-25 00:00:00')],[-4.942997003637296],2025-Q1,Rob Bresnahan,-741.4495505455944
